,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
839,"[ 3.04309048e-01  3.55963194e-01  6.67747410e-02  2.34775424e-02
  3.67097368e-02  3.08898799e-03  2.01644549e-01 -1.91879617e-02
  1.47016169e-02 -1.10223607e-01 -1.46603681e-02 -7.62329067e-02
 -3.24584488e-06 -8.67066137e-02 -2.39304631e-02]",0.012063054255696929,0.0037628173828125,1.3090222041465904e-05,0.00297393798828125,"[-0.40889867 -0.30758736 -0.36087462 -0.43829278 -0.46280974 -0.51577259
 -0.52848159 -0.53835331 -0.60050175  0.13998874  0.11174083  0.1167604
  0.11958662  0.1625022   0.12402441  0.10944975  0.09509554  0.16512797]",5.15625,"[-0.10022532  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.70898102 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.13478061 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
840,"[-0.00475752 -0.24122176 -0.01830321 -0.23864556 -0.01080633 -0.06930894
  0.01177674 -0.09122814  0.02340343 -0.11761415 -0.03789017 -0.14541209
 -0.00663703 -0.03823839  0.02070656]",0.017280556764938903,0.00880889892578125,1.1188300818143438e-05,0.007027435302734375,"[-0.49658155 -0.47301345 -0.43693966 -0.44815663 -0.43794551 -0.46666377
 -0.48873129 -0.51221942 -0.63434911  0.0806252   0.0785661   0.13287526
  0.10986045  0.13385631  0.12073142  0.10927428  0.10647243  0.17368403]",5.3125,"[-0.25142535  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.66409316 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[7.89320471 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
841,"[ 0.11334809  0.15039353  0.27102361 -0.0391219   0.01088644 -0.00819676
  0.01321116 -0.04025672 -0.00851516 -0.03251142 -0.03295375 -0.0459249
 -0.01857201 -0.03798094 -0.03737517]",0.017133495884399837,0.005951690673828125,2.090270627521509e-05,0.004456329345703125,"[-0.39526104 -0.29435964 -0.33145559 -0.38426519 -0.42931989 -0.45056188
 -0.43852637 -0.45451053 -0.51246405  0.12818194  0.1183047   0.12129692
  0.13615206  0.1358428   0.11018951  0.10103663  0.10165629  0.09807383]",4.84375,"[-0.1148715  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]","[0.60859366 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.50744928  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
842,"[ 0.08892147 -0.17026055  0.14533024  0.12221608 -0.03218878 -0.04277704
 -0.07197129 -0.01411268 -0.0456057  -0.04234211 -0.05239725 -0.00778703
 -0.00025977 -0.03468547 -0.02314403]",0.018615611081454164,0.01524658203125,2.7414506737193848e-05,0.009701919555664063,"[-0.38786994 -0.32047267 -0.3229228  -0.36101239 -0.39452625 -0.38530698
 -0.39293858 -0.45568677 -0.48457333  0.10499181  0.12062399  0.09797444
  0.11700043  0.11014883  0.11841403  0.1104361   0.11040227  0.0794193 ]",5.78125,"[0.01610862 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66914225 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.14722237  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
843,"[ 3.34538663e-01 -2.21554649e-01  1.55161875e-01 -2.16806588e-02
 -1.14249578e-01 -2.24342383e-02 -6.43961277e-02 -7.04188941e-02
 -2.22633971e-02  7.18334558e-02 -7.84906468e-05 -6.88799117e-02
 -5.86868341e-02 -7.20137846e-02 -8.44012154e-02]",0.013071123746911342,0.01133575439453125,2.1270486021215435e-05,0.007279205322265625,"[-0.39560217 -0.31541818 -0.31832006 -0.34269342 -0.38839501 -0.40087272
 -0.40203035 -0.49435114 -0.53633514  0.0738446   0.11839669  0.09131265
  0.13495903  0.13352017  0.12408145  0.1129506   0.12548565  0.08238534]",4.6875,"[-0.10148576  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.61945057 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.75087582  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
844,"[ 0.11566265  0.14045155  0.08910244  0.03318082 -0.00187056 -0.00297032
 -0.0269389  -0.04407586 -0.0368335  -0.05110166 -0.05383275 -0.03539227
 -0.03917145 -0.01643676 -0.04190141]",0.020253949323495554,0.0099700927734375,3.1667777332715937e-05,0.007317352294921875,"[-0.3733701  -0.27613082 -0.29382163 -0.33753212 -0.36682197 -0.39157585
 -0.41178473 -0.43469453 -0.45015242  0.12674612  0.10109943  0.11106913
  0.1082591   0.1013899   0.09386207  0.0924004   0.09076609  0.08049928]",5.9375,"[0.18448337 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65097021 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.00597877  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
845,"[-0.28300401  0.14483363  0.07061775 -0.00539842 -0.01721985 -0.01744797
  0.0074377   0.01372337 -0.01049613 -0.02116524 -0.02910093 -0.02972579
 -0.04276602 -0.03775376 -0.0391206 ]",0.03824832100340951,0.04618911743164063,2.6829827658361467e-05,0.021376800537109376,"[-0.35565887 -0.32335244 -0.33163546 -0.37137957 -0.38946089 -0.40469345
 -0.3961127  -0.38634083 -0.39857505  0.07714116  0.11547301  0.10821829
  0.11725006  0.12718111  0.11063186  0.10359266  0.08877517  0.0825887 ]",5.9375,"[0.06032434 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.58658383 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.87496889  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
846,"[ 0.00181308  0.07973125  0.04461126 -0.08120483 -0.03865932 -0.10555061
 -0.03979739 -0.0451033  -0.06337745 -0.05527471 -0.05527888 -0.02490113
 -0.0001057  -0.02100784 -0.05705007]",0.023538088402348393,0.0152740478515625,3.571941720573265e-05,0.009918975830078124,"[-0.40094452 -0.29393883 -0.30115466 -0.32628915 -0.37102972 -0.39484771
 -0.40421064 -0.41066426 -0.44535718  0.09390058  0.0864953   0.10351049
  0.12403692  0.13176799  0.11012101  0.09931347  0.0943758   0.08960477]",4.84375,"[-0.04490615  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.63179671 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.84821719  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
847,"[-0.03925202 -0.11966898  0.13595584 -0.11535023 -0.06700378 -0.0666197
 -0.02789417 -0.02221823 -0.02225363  0.00158083 -0.00070266  0.03308755
  0.03123835  0.00947654 -0.00854496]",0.021855918379433993,0.0206085205078125,3.4339675071228584e-05,0.012221527099609376,"[-0.38698221 -0.3256946  -0.34259655 -0.34944752 -0.38263655 -0.39698029
 -0.39352231 -0.4200973  -0.47637636  0.10885718  0.07811358  0.09421113
  0.13299467  0.1325873   0.11889938  0.11813609  0.11135219  0.09038977]",5.625,"[-0.01233925  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.61809536 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.77284252 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
848,"[ 0.07369435  0.05013207  0.1626664  -0.03052177  0.03671423 -0.06153056
  0.01670916 -0.03634816 -0.00130854 -0.02592669 -0.01413482 -0.06307546
 -0.02409226 -0.04160722 -0.01757777]",0.01996088148608699,0.012561798095703125,2.727260154688335e-05,0.007806396484375,"[-0.36322156 -0.29272504 -0.31018287 -0.35279032 -0.38906263 -0.40920301
 -0.4080635  -0.42316609 -0.49742287  0.12258421  0.1083057   0.10794068
  0.12765095  0.14442436  0.12622288  0.11090737  0.09847978  0.12509393]",4.6875,"[0.05685426 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59231452 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.49554077  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
849,"[ 0.07775123  0.10865304  0.00953582 -0.08454124 -0.10619879 -0.02783067
 -0.09540577 -0.08977746 -0.06954293 -0.0604522  -0.06343989 -0.043433
 -0.04035026 -0.03424213 -0.03494721]",0.022401009074050814,0.01108245849609375,3.3270248854313016e-05,0.009172821044921875,"[-0.401049   -0.30322729 -0.27591725 -0.32651412 -0.35522654 -0.39725207
 -0.40739804 -0.43283398 -0.44374508  0.09943404  0.08785463  0.09014707
  0.12132961  0.11480921  0.11067481  0.09658157  0.09966047  0.08598787]",5.15625,"[-0.03113324  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.60992867 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.51234717  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
850,"[-0.08102469  0.01432845  0.04971973  0.00708904 -0.00855384  0.01415931
  0.01561018 -0.01258171 -0.01690662 -0.01619387 -0.02427758 -0.03171238
 -0.0208439  -0.01251887 -0.00452982]",0.027041058691419893,0.02625579833984375,2.8011304286470237e-05,0.0124786376953125,"[-0.40173689 -0.30772472 -0.33733716 -0.37889737 -0.38575706 -0.40128302
 -0.40244582 -0.42619023 -0.44394783  0.13350317  0.08503685  0.09782928
  0.12143     0.12251283  0.11104399  0.0979041   0.09474072  0.07942177]",5.15625,"[0.00486346 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67663021 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.92530184 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
851,"[-0.38926112  0.25094664  0.15125479  0.05910517  0.13666157  0.01909925
 -0.01691988 -0.00559112 -0.00543834 -0.00068894 -0.02961075 -0.03263532
 -0.00309637 -0.00320629 -0.0306875 ]",0.03824488439059618,0.04233627319335938,4.387992802142956e-05,0.027548980712890626,"[-0.33264932 -0.30754531 -0.32548314 -0.38788933 -0.41612789 -0.41332798
 -0.42150735 -0.39004523 -0.41248504  0.08458969  0.09729545  0.0664672
  0.0782049   0.07964629  0.08651534  0.08540543  0.08609281  0.08585857]",5.625,"[0.15930542 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65766623 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.20032314 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
852,"[-0.02281809  0.17724057  0.025885    0.06426501  0.04288101 -0.00030489
 -0.02138166  0.03457597 -0.06206661 -0.00529708 -0.00890474 -0.01128789
 -0.02190648 -0.02125302 -0.00380895]",0.027996109254208035,0.0139678955078125,4.015441482679536e-05,0.010747528076171875,"[-0.28954695 -0.26624445 -0.30716377 -0.34791466 -0.37523542 -0.39427911
 -0.41437429 -0.4137203  -0.41972462  0.07075511  0.08323458  0.10009585
  0.11837776  0.12105043  0.11238979  0.10792641  0.08974407  0.08108   ]",6.25,"[0.06894949 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64197453 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.38849886  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
853,"[ 0.18954712  0.16833655  0.11754916  0.08154361  0.01073567  0.03402332
 -0.00953637  0.01691359  0.00761805 -0.04130146 -0.00454708 -0.05505881
 -0.00507157 -0.03495127 -0.02262265]",0.01926183148578549,0.015222930908203125,2.395749395593261e-05,0.00892181396484375,"[-0.36526622 -0.29344021 -0.32728648 -0.36729242 -0.40235513 -0.42919222
 -0.45295771 -0.49202245 -0.51350374  0.11400858  0.10614232  0.09886652
  0.08733389  0.09017815  0.0831218   0.0863524   0.10133634  0.09966962]",5.3125,"[-0.06675253  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.67993406 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.68691513 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
854,"[ 0.03342088 -0.02161293  0.09289718  0.10011394 -0.02639285  0.01181736
 -0.02937153 -0.01741452 -0.00789238 -0.03336056  0.02094344 -0.01145039
 -0.00103122  0.02543095 -0.01707827]",0.023784460724672756,0.022675323486328124,1.9385073721482286e-05,0.01257171630859375,"[-0.34980309 -0.33872041 -0.36406136 -0.39023626 -0.41696337 -0.41517208
 -0.42993758 -0.48578793 -0.47829353  0.10448359  0.11283929  0.11748363
  0.12880085  0.12455202  0.11581879  0.11811399  0.13241561  0.08256194]",5.46875,"[-0.05137467  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.66052962 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.51072968 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
855,"[-0.04122747  0.03885686  0.01650651  0.07909012  0.05333751 -0.00559443
 -0.01060183 -0.00928941 -0.03925392 -0.02966597 -0.0146042  -0.01677102
 -0.03213385 -0.02702322 -0.01916152]",0.026917718558797644,0.020211029052734374,3.0095498114241663e-05,0.01049652099609375,"[-0.36408239 -0.30168531 -0.32385048 -0.35409515 -0.35945508 -0.36371112
 -0.39170366 -0.41090559 -0.42528503  0.116802    0.12182998  0.11454504
  0.11309872  0.09635756  0.09175541  0.09455668  0.08680031  0.07796495]",6.25,"[0.100478 0.       0.       0.       0.       0.       0.       0.
 0.       0.      ]","[0.61492929 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.79308445  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
856,"[ 0.13274912 -0.02674156  0.05457458  0.04431565 -0.01039334 -0.01583344
 -0.04966467 -0.01593289  0.0122192  -0.02443767 -0.02293031 -0.03363277
 -0.03174352  0.0054423  -0.02873572]",0.018642936545070078,0.010308837890625,2.78658026671065e-05,0.007015228271484375,"[-0.36220062 -0.28969279 -0.32965256 -0.35085754 -0.3800519  -0.38787328
 -0.41321523 -0.45992556 -0.47909094  0.10622779  0.10094056  0.09883007
  0.11338779  0.11564255  0.10774006  0.09980436  0.10766931  0.08680521]",4.53125,"[-0.00074817  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.58807176 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.0863  0.      0.      0.      0.      0.      0.      0.      0.
  0.    ]",8
857,"[ 0.12166438  0.05946478  0.05542607  0.03859065 -0.05890202 -0.00587786
 -0.04544023 -0.0274487  -0.04014538 -0.03994246 -0.0201899   0.01357962
 -0.02667948 -0.04844054 -0.04034342]",0.02078590317776697,0.012967681884765625,2.9182698884497403e-05,0.007935333251953124,"[-0.35842393 -0.29107333 -0.31059069 -0.34155171 -0.38477861 -0.40198901
 -0.42190384 -0.46558365 -0.46545027  0.1130893   0.09094958  0.10301931
  0.1106073   0.12858269  0.10327836  0.11480449  0.11582216  0.08315119]",4.6875,"[0.07036818 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.6699995 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[10.44280729  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
858,"[ 0.05221673  0.10647253  0.02224073  0.06695431 -0.07245151 -0.05710099
 -0.02005191 -0.02263876 -0.0382925  -0.01097815 -0.00306644 -0.01804881
  0.02127645 -0.03460007 -0.03368435]",0.02334980284171852,0.013416290283203125,2.8179210299713274e-05,0.009698486328125,"[-0.36775869 -0.29804195 -0.33273232 -0.34453643 -0.39266597 -0.41534103
 -0.42948354 -0.46102921 -0.46002618  0.09293227  0.09108501  0.10724249
  0.11539163  0.11239017  0.10614324  0.10672184  0.10302729  0.0875085 ]",4.6875,"[0.001995 0.       0.       0.       0.       0.       0.       0.
 0.       0.      ]","[0.66115234 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.03668645 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
859,"[-0.01326393 -0.07317141 -0.02873287 -0.01969752 -0.02051959 -0.05305176
 -0.05329856 -0.05000115 -0.01764172 -0.04106679 -0.02756476 -0.0155902
 -0.02453235  0.00737807 -0.04023999]",0.023552017684388492,0.01713104248046875,2.8342281529635346e-05,0.011090087890625,"[-0.3870981  -0.3264839  -0.33608086 -0.34010659 -0.36963034 -0.37600294
 -0.39774012 -0.4266869  -0.44919408  0.08896143  0.10557045  0.10476085
  0.11294319  0.12595646  0.11623342  0.10608522  0.10249553  0.08895312]",5.15625,"[-0.03748064  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.62404734 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.16613021  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
860,"[ 0.10259912 -0.10995476  0.03587737 -0.06274144 -0.02709258 -0.12012456
 -0.1067755  -0.05454163 -0.08289265 -0.04399372 -0.05883886 -0.06071808
 -0.04505066 -0.01452849 -0.01679839]",0.01776213849334571,0.01185150146484375,1.3326744587283546e-05,0.008094024658203126,"[-0.43224879 -0.41650131 -0.34816677 -0.39970467 -0.43361547 -0.45168909
 -0.47071723 -0.49325504 -0.53501841  0.15505538  0.09403451  0.11315207
  0.14660716  0.15319044  0.15011222  0.13478139  0.1224943   0.09855383]",5.78125,"[-0.13784437  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.54028385 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.69645917  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
861,"[-0.13956817  0.09116004  0.10653906  0.00135914 -0.08885665 -0.0019131
 -0.04283836 -0.07796081 -0.01814109 -0.0590245  -0.09927546 -0.0395875
 -0.04242234 -0.03148844 -0.01946668]",0.029658982703584184,0.024022674560546874,4.863756592438715e-05,0.012534332275390626,"[-0.38146748 -0.28843762 -0.30643627 -0.34544657 -0.37501364 -0.39216427
 -0.38392545 -0.40215599 -0.41418059  0.09890004  0.07057465  0.12774676
  0.12885876  0.12704541  0.11348497  0.11337965  0.10101714  0.08817593]",5.15625,"[0.12653555 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64055498 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.60984206  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
862,"[ 0.12186116  0.09428257  0.15324241  0.1357327   0.01304382  0.00880217
  0.00403675 -0.01940151 -0.01867904 -0.02458267 -0.02048076 -0.0397032
 -0.04036413 -0.03087181 -0.04689237]",0.018311162553103062,0.008574676513671876,1.884017925228804e-05,0.00540618896484375,"[-0.35595652 -0.32904739 -0.35000112 -0.39367608 -0.43767109 -0.44485094
 -0.45103853 -0.4855187  -0.49984796  0.10964654  0.14858899  0.12399243
  0.10510464  0.11465993  0.11179197  0.102072    0.09049763  0.07647561]",5.9375,"[-0.03673897  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.64159756 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.89558846 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
863,"[ 0.19348772 -0.04081803  0.10902179 -0.02169936 -0.07487956  0.03579576
  0.03169466  0.00777131  0.00813196 -0.00125837  0.01241661 -0.00798651
 -0.05880679 -0.01175666 -0.00026961]",0.017046934023488367,0.010491180419921874,2.6115608155132322e-05,0.00704498291015625,"[-0.32750758 -0.30649876 -0.33925525 -0.35869027 -0.38173396 -0.41735374
 -0.42275737 -0.46894327 -0.49852123  0.07868499  0.10512715  0.09838697
  0.11994289  0.12967282  0.11653484  0.11626023  0.11672582  0.08309117]",5.0,"[-0.07836611  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.62964064 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.70599407  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
864,"[-0.09640822  0.14070399 -0.02774679  0.00384612 -0.07147739 -0.06100045
 -0.02064387 -0.01468495 -0.07024386 -0.04839756 -0.04667044 -0.03320232
 -0.01205868 -0.03090714 -0.0222043 ]",0.03038418004051559,0.018270111083984374,4.350305933600007e-05,0.011330413818359374,"[-0.38347735 -0.31695473 -0.31413955 -0.33789413 -0.36285415 -0.38256214
 -0.39183175 -0.39998699 -0.39890842  0.10917295  0.12750359  0.12622229
  0.1383172   0.13809452  0.11198232  0.11185113  0.10180134  0.09114865]",4.375,"[0.15305445 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.60982431 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.98631745  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
865,"[ 0.10825759 -0.05509812  0.11825376  0.08004392  0.03614538  0.05724578
  0.00084621 -0.0200427   0.02124831 -0.03570795 -0.05495091 -0.04303573
 -0.01803326 -0.01630259 -0.00516245]",0.019006599141160596,0.012128448486328125,5.5812882693183005e-05,0.00771484375,"[-0.3027794  -0.27425871 -0.31115878 -0.35342438 -0.36080112 -0.36417273
 -0.37520462 -0.42766704 -0.45546193  0.09922715  0.11474339  0.12845472
  0.12169202  0.12837717  0.11138123  0.09589124  0.10652267  0.08716785]",4.375,"[0.22294059 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.63000373 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.1366344  0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",8
866,"[ 0.26152344 -0.08847354  0.1861103  -0.04616939  0.00769243 -0.03391932
  0.02605148 -0.05203889 -0.00109655 -0.01248167 -0.01776652 -0.0589782
 -0.04852808 -0.02324304 -0.01413432]",0.014232748700288895,0.00860443115234375,3.19616644480654e-05,0.005877685546875,"[-0.39042087 -0.29032821 -0.3192019  -0.35445227 -0.37748828 -0.39798806
 -0.40413303 -0.44977484 -0.53514685  0.1408781   0.10335512  0.11961121
  0.12649131  0.12862145  0.11336493  0.10262508  0.09858557  0.1142695 ]",5.625,"[0.14361541 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65857877 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.16702218  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
867,"[ 2.40871747e-01  2.36631800e-04  2.85714065e-02  5.24611871e-02
 -6.06836423e-02  1.32856500e-02 -3.59599043e-02 -7.13206283e-03
 -8.07597703e-03 -8.64641097e-03 -2.52458688e-02 -3.81723109e-02
 -2.97682364e-02 -2.15647068e-02 -3.47846540e-02]",0.015996581690572394,0.0079803466796875,2.982482790059585e-05,0.006383514404296875,"[-0.33136634 -0.27036528 -0.31174901 -0.33898252 -0.36627331 -0.3861661
 -0.41727225 -0.46636224 -0.47616112  0.07912103  0.08772906  0.10451956
  0.1225312   0.12319091  0.10665687  0.11037143  0.10450709  0.0856267 ]",5.0,"[-0.07134125  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]","[0.61681175 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.70527776  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
868,"[ 0.04794397  0.01088911  0.08091321  0.01872235  0.1180632   0.0229307
  0.05785932  0.0161066  -0.02246622 -0.0398604  -0.01831445 -0.010726
  0.00271555 -0.04328385 -0.03558132]",0.019354218747270197,0.012924957275390624,2.947618460967021e-05,0.00790863037109375,"[-0.39745664 -0.29275492 -0.35290743 -0.40283534 -0.40715077 -0.43037321
 -0.4447623  -0.44833372 -0.49947716  0.14274465  0.0970244   0.10494122
  0.13245874  0.14156348  0.13561853  0.11835789  0.09363215  0.09848008]",5.9375,"[0.00772948 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.69011605 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.80860365 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
869,"[ 0.1066255   0.176532    0.09958927  0.01771359  0.00936936  0.028012
  0.04517776 -0.08481009 -0.00652113  0.00601677 -0.1122442   0.02324905
 -0.05362721 -0.02769263 -0.04960218]",0.020352651178663386,0.008205413818359375,1.9608124492190878e-05,0.005011749267578125,"[-0.38683026 -0.30126294 -0.33506472 -0.38239399 -0.41055865 -0.4397675
 -0.44276213 -0.46548509 -0.48317268  0.11788508  0.11328316  0.12163065
  0.12274827  0.12128057  0.11278244  0.09827327  0.09883987  0.08339327]",4.0625,"[0.03711601 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65999589 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.42106242  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
870,"[ 0.02141614 -0.02048626  0.01194105 -0.00987313 -0.00725321 -0.02300904
  0.01000451 -0.03334495 -0.02895304 -0.06794764 -0.08209772 -0.07557708
 -0.09298614 -0.0701793  -0.04129033]",0.02141105932529887,0.00696258544921875,3.766474494822694e-05,0.00609283447265625,"[-0.39149725 -0.30713353 -0.31747104 -0.35630328 -0.36106513 -0.38198935
 -0.39515379 -0.42144338 -0.45084489  0.08951155  0.11619117  0.12532759
  0.12368938  0.12474689  0.10982768  0.09880387  0.09201514  0.08813027]",5.15625,"[0.00397303 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64758488 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.58799307  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
871,"[-0.16685075  0.20626441  0.15332212 -0.00282655 -0.04433193 -0.02180535
  0.04912803 -0.05497787  0.02266618 -0.03763725 -0.05412265 -0.03220514
 -0.08706376 -0.05308245 -0.05632863]",0.030550976747349124,0.024370574951171876,3.549934347966484e-05,0.015082550048828126,"[-0.3897387  -0.284181   -0.32980704 -0.36940596 -0.4101945  -0.43426022
 -0.40607656 -0.40905492 -0.4255201   0.101757    0.10657596  0.12519452
  0.12683568  0.13917285  0.12123023  0.10871655  0.09737674  0.09359365]",6.09375,"[0.06595709 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66069703 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.82647076 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
872,"[-0.05465548  0.02496848 -0.04794451  0.03120455 -0.09470671 -0.03631183
 -0.01740242 -0.07192198 -0.02608255 -0.02110808 -0.02187355 -0.00494659
 -0.02912143 -0.00857355 -0.01381165]",0.027310021488050822,0.022602081298828125,3.283232034610621e-05,0.0120697021484375,"[-0.41577431 -0.32624809 -0.34286372 -0.3463138  -0.38033801 -0.39426518
 -0.40308642 -0.43692612 -0.43117177  0.11455538  0.10309571  0.11641957
  0.12086737  0.12348396  0.11310556  0.10340104  0.09936694  0.08329064]",5.78125,"[0.11539778 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.6683258 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[9.29047016 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",8
873,"[ 0.15672218  0.02023452  0.06211778  0.04388069  0.14517986  0.08766529
  0.06464974  0.02987422  0.0303412   0.01740013  0.00136578 -0.05997492
 -0.0515272  -0.03316071 -0.00765852]",0.01629410885732676,0.0069549560546875,3.555494579102627e-05,0.005340576171875,"[-0.36268972 -0.25542842 -0.31233985 -0.35846609 -0.36424423 -0.3780557
 -0.40740488 -0.42893839 -0.46781072  0.18547849  0.10515058  0.10080482
  0.10095883  0.13330891  0.13097402  0.09948074  0.09276415  0.09030314]",4.6875,"[0.11848533 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.6009783 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[13.09080767  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",8
