,MFCC,Centroid,Rolloff,Flux,Zero Crossing Rate,OSC,Low Energy,OMSC,MSFM,MSCM,Genre
415,"[ 0.07486398 -0.09466781  0.10270211 -0.11193208  0.02394958 -0.09528231
  0.10014442 -0.05298032  0.05878833 -0.06712515  0.01974055 -0.08354917
  0.04809669 -0.03660498  0.04890267]",0.020849924819196446,0.01532440185546875,3.712753901774406e-05,0.01027679443359375,"[-0.35180307 -0.29971265 -0.30728218 -0.32432194 -0.33635607 -0.36535207
 -0.37660095 -0.40492837 -0.56646227  0.11467513  0.09474804  0.08062578
  0.09716559  0.10866271  0.08951743  0.09100452  0.08292908  0.21048688]",7.34375,"[0.07200354 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.66156411 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.71885267  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
416,"[-0.00930716 -0.04774739  0.22403781 -0.08236373  0.06803761 -0.05297334
  0.03170529 -0.09658389  0.03154733 -0.09001664  0.02537095 -0.05196
  0.00966109 -0.10723533 -0.05313954]",0.021155301758634126,0.015569305419921875,4.945529391287578e-05,0.009698486328125,"[-0.37988466 -0.28964828 -0.30895378 -0.33021389 -0.37552243 -0.3960614
 -0.386149   -0.40326135 -0.55054586  0.10280903  0.10175088  0.1105624
  0.0887558   0.12988102  0.12362218  0.10534874  0.10107874  0.19306669]",6.25,"[0.08882948 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67294748 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.51273496 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
417,"[ 0.12204208  0.02025463  0.15083436 -0.09053272  0.08935171 -0.13985422
  0.00402956 -0.10010356  0.03009338 -0.10917916  0.02315918 -0.09857718
  0.00500048 -0.07527008  0.00049411]",0.018981513815465586,0.00892333984375,4.08708354850097e-05,0.00712432861328125,"[-0.37577601 -0.28138214 -0.2626955  -0.31092109 -0.34574186 -0.36315995
 -0.39114716 -0.40430477 -0.5676872   0.13002276  0.08684348  0.07788007
  0.08885459  0.08447121  0.07508273  0.08105798  0.08221157  0.21067089]",5.9375,"[0.06368385 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.63503556 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.50778044  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
418,"[-0.00028309 -0.00861751  0.1757422  -0.13419196  0.04816157 -0.11608422
  0.02575778 -0.11938296  0.03895026 -0.09433697  0.03095213 -0.05483824
  0.06498601 -0.0593512   0.0140759 ]",0.02290876798583753,0.0177520751953125,5.150328338538036e-05,0.012286376953125,"[-0.38250891 -0.27561793 -0.28398706 -0.31414419 -0.36454628 -0.38016014
 -0.3821149  -0.3952327  -0.56967087  0.11348239  0.06118488  0.06399053
  0.10026258  0.10897388  0.09422043  0.08946089  0.08890912  0.22212773]",5.46875,"[0.11152794 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65327023 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.27349551  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
419,"[-0.06199666 -0.07089524  0.15131817 -0.06176645  0.02886629 -0.05536175
  0.06382487 -0.0751325   0.00281088 -0.05745233  0.04216996 -0.05341399
  0.00043995 -0.08371752 -0.00767438]",0.02673611349950362,0.029309844970703124,5.811403751136688e-05,0.015399932861328125,"[-0.3358378  -0.28317939 -0.29513999 -0.33283083 -0.3515106  -0.36823905
 -0.36623715 -0.39158653 -0.52045807  0.08859781  0.07078175  0.07474832
  0.09309934  0.10719228  0.09454604  0.09617101  0.09065815  0.18053942]",6.40625,"[0.18273207 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.73627906 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[8.21241953 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
420,"[-0.1750056  -0.01991127  0.35925256 -0.03335567  0.15010946  0.00187379
  0.14228791 -0.00201798  0.1226138  -0.0025712   0.13125043  0.02707701
  0.06294626 -0.07877546 -0.04170981]",0.02466501212828732,0.015721893310546874,3.160287239905979e-05,0.00834808349609375,"[-0.39679551 -0.34059323 -0.36367867 -0.3852683  -0.41526561 -0.42401937
 -0.39628274 -0.40320599 -0.5529236   0.21205874  0.19358245  0.10160193
  0.1177502   0.13753931  0.12311778  0.11553464  0.10626197  0.19796688]",5.3125,"[0.14124924 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65690369 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.42395837  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
421,"[-0.00693888 -0.19169567  0.12080594 -0.16261741  0.03710074 -0.09827966
  0.07633984 -0.09103301  0.06271089 -0.0529557   0.05651377 -0.03844528
  0.03282573 -0.07721176  0.00606886]",0.021379843447153647,0.0175140380859375,5.480894791455443e-05,0.011304473876953125,"[-0.35393246 -0.288726   -0.29115464 -0.31020043 -0.32526393 -0.34401278
 -0.34761717 -0.37580323 -0.5536159   0.11073948  0.0724897   0.06331918
  0.10620016  0.1139107   0.09919899  0.0937973   0.08874683  0.21681555]",5.46875,"[0.26520561 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.58530109 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.39520059  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
422,"[ 0.16824912 -0.03196577  0.0930662  -0.12965286  0.07103363 -0.07334554
  0.0499661  -0.07777712  0.0564087  -0.10620492  0.02878291 -0.07638194
  0.01004377 -0.11204477  0.01195378]",0.018055464460503108,0.0085968017578125,4.179588864698933e-05,0.0068756103515625,"[-0.35153081 -0.27176061 -0.27769692 -0.32089789 -0.33831554 -0.37056932
 -0.3897724  -0.41169763 -0.56427126  0.09144484  0.07967847  0.08678978
  0.10339967  0.11238859  0.1059958   0.09303005  0.0905736   0.20602529]",6.40625,"[0.16693787 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67555249 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.42263719  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
423,"[ 0.07420022 -0.08050149  0.16080371 -0.09301528  0.03185196 -0.12863753
  0.03258796 -0.11763015  0.05062906 -0.06158307  0.03257204 -0.06127141
  0.0235065  -0.10913406 -0.00952692]",0.02124936445647443,0.017974853515625,4.8249088653153705e-05,0.010962677001953126,"[-0.34262892 -0.27871746 -0.26569076 -0.29120937 -0.33487287 -0.34870923
 -0.35055086 -0.37850699 -0.55196619  0.1209274   0.09986477  0.09133294
  0.10331563  0.10767012  0.10859011  0.09402585  0.08639119  0.21991579]",6.09375,"[0.16921871 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.5849032 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[12.98736364  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
424,"[-0.02861587 -0.20086054  0.14237526 -0.07497725  0.04508959 -0.04619924
  0.04572273 -0.05169768  0.0480874  -0.08422283  0.02164115 -0.02684029
  0.02345355 -0.05682983 -0.00845662]",0.02280501653264521,0.021517181396484376,5.53129166826282e-05,0.0128448486328125,"[-0.33463053 -0.28300005 -0.31160559 -0.33667558 -0.3401044  -0.35092848
 -0.35997864 -0.39500404 -0.51910613  0.08427659  0.06534395  0.08444455
  0.10484076  0.10512566  0.10068541  0.10416176  0.10212357  0.16531529]",6.40625,"[0.22723171 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67570989 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.18773681 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
425,"[ 0.02044921 -0.11726246  0.23900457 -0.08611663  0.08179785 -0.07651331
  0.06745156 -0.05748673  0.08823061 -0.05979912  0.03959135 -0.03495919
  0.02027064 -0.08131592  0.02790676]",0.02245707974368309,0.023522186279296874,3.971690885592985e-05,0.01297454833984375,"[-0.33040456 -0.28193689 -0.28915316 -0.32298367 -0.35022731 -0.35870855
 -0.35476803 -0.38334938 -0.55494951  0.13401668  0.09756517  0.07771601
  0.09503685  0.10935167  0.10585114  0.08899128  0.0945432   0.20517196]",5.15625,"[0.20197319 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61433227 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.55942635  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
426,"[-0.24802545  0.18815204  0.15429359 -0.0201361  -0.01694869  0.06470406
 -0.02762738  0.03388395 -0.01553283  0.02759817  0.02658097 -0.0246115
 -0.01797304 -0.07918921 -0.05563608]",0.03375847469754016,0.028753004807692308,5.4649760654688886e-05,0.017580003004807693,"[-0.33096723 -0.26837679 -0.31547625 -0.34285343 -0.37487673 -0.39860354
 -0.38511817 -0.3813466  -0.40475058  0.10132443  0.09058707  0.09979804
  0.1241652   0.11308563  0.10365485  0.10759736  0.10368932  0.10090527]",5.076923076923077,"[0.15332913 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65992351 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.33803206  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
427,"[-0.00802631 -0.01499291 -0.02099476 -0.0429143  -0.00483115 -0.01693952
  0.01379942 -0.02574918  0.00240227 -0.02994841 -0.0034549  -0.00766252
 -0.01414084  0.00668943  0.01072169]",0.023111262329866756,0.013196563720703125,4.883644491839356e-05,0.00923614501953125,"[-0.3849316  -0.31729903 -0.31876761 -0.32776512 -0.34769465 -0.371014
 -0.39026937 -0.40603627 -0.4419278   0.10741986  0.13864698  0.08108464
  0.1100381   0.12416603  0.11466008  0.10574044  0.09560968  0.09571567]",4.84375,"[0.11659802 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.64039303 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.90821862 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
428,"[-0.11413756 -0.02737521  0.04433663  0.01568975 -0.06109886  0.02052623
 -0.02063709 -0.04731618  0.05363439 -0.05231572  0.00106492 -0.00125377
  0.0243521   0.072345    0.0451611 ]",0.02753294247786322,0.025373077392578124,4.972855252848604e-05,0.01412200927734375,"[-0.29692009 -0.3171903  -0.32548092 -0.33560691 -0.34985915 -0.36172985
 -0.36476168 -0.40122732 -0.41649652  0.07043575  0.10200966  0.10404526
  0.14120126  0.12469625  0.11151732  0.10103557  0.11438907  0.09634122]",4.375,"[0.2010647 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[0.65030294 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[11.24616497  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
429,"[-0.17490932 -0.01114628  0.0804972   0.00252001  0.01146906 -0.02020679
  0.01789239 -0.00434994  0.01699707  0.00370549  0.01798908 -0.01752266
 -0.01554375 -0.04081105 -0.01563953]",0.02901228561555676,0.025776742788461537,3.377642299691255e-05,0.015681715745192306,"[-0.34303978 -0.30448139 -0.34034736 -0.35847975 -0.37154883 -0.37338995
 -0.37731692 -0.40130063 -0.44208062  0.09045183  0.09330512  0.10818288
  0.11783686  0.106005    0.0931753   0.09363046  0.09929834  0.1047272 ]",5.230769230769232,"[0.05939289 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.65011308 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.53455177 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
430,"[-0.18033537  0.1908239   0.04446641 -0.05761758 -0.00411745 -0.07745294
 -0.04133344 -0.05466929 -0.03322532 -0.06243982 -0.06580224 -0.06983419
 -0.04797433 -0.0580156  -0.03843132]",0.034050917420053464,0.03564376831054687,5.056667766417469e-05,0.018904876708984376,"[-0.34149696 -0.26973772 -0.24753816 -0.28798008 -0.32423542 -0.35114027
 -0.35759769 -0.34751782 -0.38172772  0.07793268  0.10402728  0.08282117
  0.0820463   0.08891606  0.08362127  0.07726205  0.07657674  0.09544677]",4.6875,"[0.18983298 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.61646738 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[13.77530313  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
431,"[-0.12718521 -0.03950673  0.09976262  0.09283079  0.03273882  0.04401468
 -0.0025821   0.01054423 -0.01308286 -0.03261167  0.02515474 -0.00816693
 -0.00962865 -0.0168723  -0.01402912]",0.02667884443107401,0.017824554443359376,5.254555499791371e-05,0.011968994140625,"[-0.34411135 -0.25664938 -0.29362064 -0.32964073 -0.34269503 -0.33780458
 -0.34740963 -0.38336547 -0.4033969   0.13307419  0.09718454  0.08298173
  0.0946909   0.09743625  0.09123885  0.09612298  0.10105877  0.08574851]",4.375,"[0.15938867 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.59914459 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[12.86033519  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
432,"[ 0.1164919   0.11864234  0.14115881  0.13253925 -0.07167177 -0.0005383
  0.02717474 -0.0695344  -0.00223448 -0.04111527 -0.05582494 -0.02273981
 -0.01707154 -0.01577373  0.00295709]",0.018867229709762217,0.00617828369140625,4.3210738289572165e-05,0.006233978271484375,"[-0.32147625 -0.27283514 -0.29077118 -0.34674679 -0.37893037 -0.39215126
 -0.39229578 -0.44836387 -0.46039423  0.08695141  0.09233969  0.09369176
  0.1210437   0.10061311  0.07786946  0.08358799  0.08566775  0.08600384]",5.46875,"[0.07816587 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.67888788 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[9.56454634 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",4
433,"[-0.09080858  0.02441148  0.0273485   0.03714946 -0.03424864 -0.00947685
  0.06370281 -0.04597143 -0.01474285 -0.01666454 -0.02282627 -0.04673942
 -0.01243616 -0.00511323 -0.01430938]",0.02773638308969285,0.026786041259765626,6.131515978506912e-05,0.017653656005859376,"[-0.31424832 -0.24954634 -0.27668937 -0.31189322 -0.32279249 -0.34520672
 -0.35414082 -0.38601389 -0.4051849   0.08075689  0.06560208  0.07475374
  0.09605273  0.09446535  0.09084207  0.0993071   0.09084089  0.10012482]",4.84375,"[0.2002296 0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[0.65881697 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[10.53162804  0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",4
